question,answer
"t0:0.0, p0:7.01, v0:-0.95.2.0? ",5.01
"t0:0.0, p0:74.9, v0:0.52.2.0? ",75.84
"t0:0.0, p0:95.68, v0:0.34.2.0? ",96.26
"t0:0.0, p0:53.42, v0:-0.0.2.0? ",53.32
"t0:0.0, p0:77.0, v0:0.77.2.0? ",78.44
"t0:0.0, p0:90.47, v0:0.8.2.0? ",91.97
"t0:0.0, p0:76.03, v0:-0.3.2.0? ",75.33
"t0:0.0, p0:29.27, v0:0.23.2.0? ",29.63
"t0:0.0, p0:38.26, v0:-0.01.2.0? ",38.14
"t0:0.0, p0:70.7, v0:-0.75.2.0? ",69.1
"t0:0.0, p0:13.08, v0:0.48.2.0? ",13.94
"t0:0.0, p0:87.76, v0:0.91.2.0? ",89.48
"t0:0.0, p0:90.35, v0:0.22.2.0? ",90.69
"t0:0.0, p0:95.41, v0:0.32.2.0? ",95.95
"t0:0.0, p0:49.2, v0:0.45.2.0? ",50.0
"t0:0.0, p0:71.48, v0:0.36.2.0? ",72.1
"t0:0.0, p0:0.87, v0:0.1.2.0? ",0.97
"t0:0.0, p0:0.14, v0:0.24.2.0? ",0.52
"t0:0.0, p0:21.2, v0:-0.9.2.0? ",19.3
"t0:0.0, p0:6.4, v0:-0.01.2.0? ",6.28
"t0:0.0, p0:45.34, v0:-0.86.2.0? ",43.52
"t0:0.0, p0:32.88, v0:-0.43.2.0? ",31.92
"t0:0.0, p0:16.68, v0:0.58.2.0? ",17.74
"t0:0.0, p0:37.55, v0:0.67.2.0? ",38.79
"t0:0.0, p0:81.28, v0:0.23.2.0? ",81.64
"t0:0.0, p0:52.2, v0:-0.18.2.0? ",51.74
"t0:0.0, p0:3.63, v0:-0.33.2.0? ",2.87
"t0:0.0, p0:87.39, v0:0.33.2.0? ",87.95
"t0:0.0, p0:71.53, v0:0.9.2.0? ",73.23
"t0:0.0, p0:63.47, v0:-0.73.2.0? ",61.91
"t0:0.0, p0:29.64, v0:0.09.2.0? ",29.72
"t0:0.0, p0:46.04, v0:0.22.2.0? ",46.38
"t0:0.0, p0:50.15, v0:-0.84.2.0? ",48.37
"t0:0.0, p0:63.15, v0:0.13.2.0? ",63.31
"t0:0.0, p0:56.82, v0:-0.65.2.0? ",55.42
"t0:0.0, p0:60.14, v0:0.37.2.0? ",60.78
"t0:0.0, p0:75.79, v0:-0.06.2.0? ",75.57
"t0:0.0, p0:45.25, v0:-0.15.2.0? ",44.85
"t0:0.0, p0:51.15, v0:0.3.2.0? ",51.65
"t0:0.0, p0:96.28, v0:-0.51.2.0? ",95.16
"t0:0.0, p0:75.36, v0:0.29.2.0? ",75.84
"t0:0.0, p0:0.76, v0:0.4.2.0? ",1.46
"t0:0.0, p0:6.32, v0:-0.96.2.0? ",4.3
"t0:0.0, p0:38.72, v0:0.83.2.0? ",40.28
"t0:0.0, p0:48.3, v0:0.83.2.0? ",49.86
"t0:0.0, p0:73.2, v0:0.9.2.0? ",74.9
"t0:0.0, p0:38.14, v0:0.65.2.0? ",39.34
"t0:0.0, p0:58.71, v0:-0.56.2.0? ",57.49
"t0:0.0, p0:96.12, v0:0.4.2.0? ",96.82
"t0:0.0, p0:56.54, v0:-0.95.2.0? ",54.54
"t0:0.0, p0:22.44, v0:0.62.2.0? ",23.58
"t0:0.0, p0:51.01, v0:-0.03.2.0? ",50.85
"t0:0.0, p0:38.04, v0:0.11.2.0? ",38.16
"t0:0.0, p0:1.26, v0:0.49.2.0? ",2.14
"t0:0.0, p0:95.04, v0:-0.62.2.0? ",93.7
"t0:0.0, p0:46.0, v0:0.13.2.0? ",46.16
"t0:0.0, p0:52.82, v0:0.79.2.0? ",54.3
"t0:0.0, p0:59.0, v0:-0.59.2.0? ",57.72
"t0:0.0, p0:62.65, v0:0.14.2.0? ",62.83
"t0:0.0, p0:22.32, v0:-0.54.2.0? ",21.14
"t0:0.0, p0:53.76, v0:-0.75.2.0? ",52.16
"t0:0.0, p0:26.82, v0:-0.53.2.0? ",25.66
"t0:0.0, p0:35.73, v0:-0.03.2.0? ",35.57
"t0:0.0, p0:88.97, v0:0.7.2.0? ",90.27
"t0:0.0, p0:90.81, v0:-0.94.2.0? ",88.83
"t0:0.0, p0:20.35, v0:-0.4.2.0? ",19.45
"t0:0.0, p0:58.15, v0:-0.04.2.0? ",57.97
"t0:0.0, p0:87.65, v0:0.97.2.0? ",89.49
"t0:0.0, p0:60.7, v0:-0.09.2.0? ",60.42
"t0:0.0, p0:85.41, v0:-0.05.2.0? ",85.21
"t0:0.0, p0:26.16, v0:0.45.2.0? ",26.96
"t0:0.0, p0:6.41, v0:0.03.2.0? ",6.37
"t0:0.0, p0:28.71, v0:0.76.2.0? ",30.13
"t0:0.0, p0:18.74, v0:-0.13.2.0? ",18.38
"t0:0.0, p0:22.84, v0:0.65.2.0? ",24.04
"t0:0.0, p0:3.94, v0:0.12.2.0? ",4.08
"t0:0.0, p0:79.7, v0:0.88.2.0? ",81.36
"t0:0.0, p0:52.25, v0:0.37.2.0? ",52.89
"t0:0.0, p0:34.62, v0:-0.77.2.0? ",32.98
"t0:0.0, p0:21.25, v0:0.04.2.0? ",21.23
"t0:0.0, p0:87.25, v0:-0.62.2.0? ",85.91
"t0:0.0, p0:83.89, v0:0.79.2.0? ",85.37
"t0:0.0, p0:74.1, v0:-0.53.2.0? ",72.94
"t0:0.0, p0:99.35, v0:-0.58.2.0? ",98.09
"t0:0.0, p0:6.8, v0:-0.05.2.0? ",6.6
"t0:0.0, p0:52.33, v0:-0.45.2.0? ",51.33
"t0:0.0, p0:73.29, v0:-0.64.2.0? ",71.91
"t0:0.0, p0:52.83, v0:0.85.2.0? ",54.43
"t0:0.0, p0:4.57, v0:-0.01.2.0? ",4.45
"t0:0.0, p0:23.95, v0:0.88.2.0? ",25.61
"t0:0.0, p0:54.8, v0:0.92.2.0? ",56.54
"t0:0.0, p0:13.47, v0:0.67.2.0? ",14.71
"t0:0.0, p0:61.48, v0:-0.26.2.0? ",60.86
"t0:0.0, p0:46.17, v0:-0.86.2.0? ",44.35
"t0:0.0, p0:80.37, v0:0.96.2.0? ",82.19
"t0:0.0, p0:35.22, v0:0.86.2.0? ",36.84
"t0:0.0, p0:97.37, v0:0.83.2.0? ",98.93
"t0:0.0, p0:80.74, v0:0.63.2.0? ",81.9
"t0:0.0, p0:67.08, v0:0.29.2.0? ",67.56
"t0:0.0, p0:34.39, v0:-0.69.2.0? ",32.91
"t0:0.0, p0:29.89, v0:0.0.2.0? ",29.79
"t0:0.0, p0:25.8, v0:-0.21.2.0? ",25.28
"t0:0.0, p0:54.15, v0:0.26.2.0? ",54.57
"t0:0.0, p0:31.78, v0:-0.48.2.0? ",30.72
"t0:0.0, p0:94.09, v0:0.2.2.0? ",94.39
"t0:0.0, p0:23.12, v0:0.77.2.0? ",24.56
"t0:0.0, p0:16.78, v0:0.22.2.0? ",17.12
"t0:0.0, p0:32.94, v0:0.75.2.0? ",34.34
"t0:0.0, p0:69.78, v0:0.42.2.0? ",70.52
"t0:0.0, p0:16.85, v0:-0.05.2.0? ",16.65
"t0:0.0, p0:21.6, v0:0.82.2.0? ",23.14
"t0:0.0, p0:50.06, v0:0.88.2.0? ",51.72
"t0:0.0, p0:8.1, v0:0.54.2.0? ",9.08
"t0:0.0, p0:11.98, v0:-0.14.2.0? ",11.6
"t0:0.0, p0:72.55, v0:-0.35.2.0? ",71.75
"t0:0.0, p0:11.65, v0:0.41.2.0? ",12.37
"t0:0.0, p0:79.71, v0:0.6.2.0? ",80.81
"t0:0.0, p0:82.35, v0:0.02.2.0? ",82.29
"t0:0.0, p0:80.16, v0:0.35.2.0? ",80.76
"t0:0.0, p0:80.01, v0:0.21.2.0? ",80.33
"t0:0.0, p0:13.77, v0:0.74.2.0? ",15.15
"t0:0.0, p0:27.82, v0:-0.72.2.0? ",26.28
"t0:0.0, p0:61.78, v0:-0.77.2.0? ",60.14
"t0:0.0, p0:79.7, v0:0.37.2.0? ",80.34
"t0:0.0, p0:45.66, v0:0.61.2.0? ",46.78
"t0:0.0, p0:68.26, v0:0.18.2.0? ",68.52
"t0:0.0, p0:19.31, v0:0.81.2.0? ",20.83
"t0:0.0, p0:83.59, v0:-0.48.2.0? ",82.53
"t0:0.0, p0:98.72, v0:0.97.2.0? ",100.56
"t0:0.0, p0:52.99, v0:0.43.2.0? ",53.75
"t0:0.0, p0:34.49, v0:-0.91.2.0? ",32.57
"t0:0.0, p0:23.5, v0:0.39.2.0? ",24.18
"t0:0.0, p0:29.59, v0:-0.26.2.0? ",28.97
"t0:0.0, p0:14.08, v0:0.7.2.0? ",15.38
"t0:0.0, p0:0.19, v0:0.22.2.0? ",0.53
"t0:0.0, p0:15.87, v0:0.88.2.0? ",17.53
"t0:0.0, p0:23.22, v0:0.18.2.0? ",23.48
"t0:0.0, p0:10.1, v0:-0.19.2.0? ",9.62
"t0:0.0, p0:8.84, v0:0.06.2.0? ",8.86
"t0:0.0, p0:74.67, v0:0.38.2.0? ",75.33
"t0:0.0, p0:47.69, v0:-0.61.2.0? ",46.37
"t0:0.0, p0:1.26, v0:-0.16.2.0? ",0.84
"t0:0.0, p0:18.49, v0:-0.39.2.0? ",17.61
"t0:0.0, p0:98.36, v0:-0.02.2.0? ",98.22
"t0:0.0, p0:26.99, v0:-0.09.2.0? ",26.71
"t0:0.0, p0:51.16, v0:-0.75.2.0? ",49.56
"t0:0.0, p0:94.59, v0:0.71.2.0? ",95.91
"t0:0.0, p0:13.7, v0:0.49.2.0? ",14.58
"t0:0.0, p0:30.09, v0:-0.92.2.0? ",28.15
"t0:0.0, p0:30.12, v0:0.08.2.0? ",30.18
"t0:0.0, p0:60.13, v0:0.35.2.0? ",60.73
"t0:0.0, p0:98.76, v0:0.09.2.0? ",98.84
"t0:0.0, p0:61.35, v0:0.55.2.0? ",62.35
"t0:0.0, p0:51.97, v0:0.6.2.0? ",53.07
"t0:0.0, p0:44.47, v0:-0.47.2.0? ",43.43
"t0:0.0, p0:61.57, v0:0.27.2.0? ",62.01
"t0:0.0, p0:72.37, v0:-0.05.2.0? ",72.17
"t0:0.0, p0:59.99, v0:-0.68.2.0? ",58.53
"t0:0.0, p0:20.32, v0:-0.09.2.0? ",20.04
"t0:0.0, p0:91.88, v0:-0.09.2.0? ",91.6
"t0:0.0, p0:11.34, v0:0.64.2.0? ",12.52
"t0:0.0, p0:82.85, v0:-0.14.2.0? ",82.47
"t0:0.0, p0:75.03, v0:0.25.2.0? ",75.43
"t0:0.0, p0:33.85, v0:-0.59.2.0? ",32.57
"t0:0.0, p0:89.89, v0:-0.93.2.0? ",87.93
"t0:0.0, p0:85.69, v0:-0.76.2.0? ",84.07
"t0:0.0, p0:89.75, v0:-0.65.2.0? ",88.35
"t0:0.0, p0:7.7, v0:-0.79.2.0? ",6.02
"t0:0.0, p0:8.01, v0:-0.15.2.0? ",7.61
"t0:0.0, p0:52.49, v0:-0.29.2.0? ",51.81
"t0:0.0, p0:25.47, v0:-0.86.2.0? ",23.65
"t0:0.0, p0:48.86, v0:0.38.2.0? ",49.52
"t0:0.0, p0:59.4, v0:-0.51.2.0? ",58.28
"t0:0.0, p0:1.13, v0:-0.58.2.0? ",0.0
"t0:0.0, p0:44.45, v0:-0.14.2.0? ",44.07
"t0:0.0, p0:32.05, v0:-0.14.2.0? ",31.67
"t0:0.0, p0:94.59, v0:0.04.2.0? ",94.57
"t0:0.0, p0:51.64, v0:0.84.2.0? ",53.22
"t0:0.0, p0:97.21, v0:-0.45.2.0? ",96.21
"t0:0.0, p0:23.07, v0:-0.32.2.0? ",22.33
"t0:0.0, p0:34.05, v0:1.0.2.0? ",35.95
"t0:0.0, p0:19.94, v0:-0.13.2.0? ",19.58
"t0:0.0, p0:7.11, v0:-0.45.2.0? ",6.11
"t0:0.0, p0:54.12, v0:-0.07.2.0? ",53.88
"t0:0.0, p0:73.33, v0:-0.84.2.0? ",71.55
"t0:0.0, p0:94.2, v0:0.17.2.0? ",94.44
"t0:0.0, p0:89.85, v0:0.34.2.0? ",90.43
"t0:0.0, p0:64.35, v0:-0.0.2.0? ",64.25
"t0:0.0, p0:16.43, v0:-0.76.2.0? ",14.81
"t0:0.0, p0:59.7, v0:0.08.2.0? ",59.76
"t0:0.0, p0:14.02, v0:0.51.2.0? ",14.94
"t0:0.0, p0:49.61, v0:0.1.2.0? ",49.71
"t0:0.0, p0:27.75, v0:0.33.2.0? ",28.31
"t0:0.0, p0:29.8, v0:-0.76.2.0? ",28.18
"t0:0.0, p0:8.88, v0:0.01.2.0? ",8.8
"t0:0.0, p0:79.91, v0:0.96.2.0? ",81.73
"t0:0.0, p0:40.88, v0:0.93.2.0? ",42.64
"t0:0.0, p0:12.18, v0:-0.78.2.0? ",10.52
"t0:0.0, p0:42.18, v0:-0.23.2.0? ",41.62
"t0:0.0, p0:71.3, v0:-0.05.2.0? ",71.1
"t0:0.0, p0:82.56, v0:-0.26.2.0? ",81.94
"t0:0.0, p0:82.38, v0:-0.03.2.0? ",82.22
"t0:0.0, p0:48.01, v0:0.54.2.0? ",48.99
"t0:0.0, p0:75.68, v0:-0.09.2.0? ",75.4
"t0:0.0, p0:59.23, v0:-0.45.2.0? ",58.23
"t0:0.0, p0:10.76, v0:-0.12.2.0? ",10.42
"t0:0.0, p0:69.2, v0:-0.69.2.0? ",67.72
"t0:0.0, p0:98.26, v0:0.41.2.0? ",98.98
"t0:0.0, p0:30.7, v0:0.14.2.0? ",30.88
"t0:0.0, p0:4.33, v0:-0.44.2.0? ",3.35
"t0:0.0, p0:49.55, v0:-0.33.2.0? ",48.79
"t0:0.0, p0:41.81, v0:0.19.2.0? ",42.09
"t0:0.0, p0:79.36, v0:-0.45.2.0? ",78.36
"t0:0.0, p0:25.47, v0:-0.85.2.0? ",23.67
"t0:0.0, p0:64.61, v0:0.37.2.0? ",65.25
"t0:0.0, p0:22.43, v0:-0.57.2.0? ",21.19
"t0:0.0, p0:38.66, v0:0.25.2.0? ",39.06
"t0:0.0, p0:20.14, v0:0.52.2.0? ",21.08
"t0:0.0, p0:34.35, v0:0.31.2.0? ",34.87
"t0:0.0, p0:47.03, v0:0.21.2.0? ",47.35
"t0:0.0, p0:68.26, v0:0.44.2.0? ",69.04
"t0:0.0, p0:37.88, v0:0.74.2.0? ",39.26
"t0:0.0, p0:43.38, v0:-0.49.2.0? ",42.3
"t0:0.0, p0:70.31, v0:0.87.2.0? ",71.95
"t0:0.0, p0:54.95, v0:0.67.2.0? ",56.19
"t0:0.0, p0:91.46, v0:0.3.2.0? ",91.96
"t0:0.0, p0:29.12, v0:-0.28.2.0? ",28.46
"t0:0.0, p0:41.55, v0:-0.75.2.0? ",39.95
"t0:0.0, p0:31.96, v0:-0.31.2.0? ",31.24
"t0:0.0, p0:61.44, v0:0.36.2.0? ",62.06
"t0:0.0, p0:22.63, v0:0.11.2.0? ",22.75
"t0:0.0, p0:98.54, v0:-0.5.2.0? ",97.44
"t0:0.0, p0:44.91, v0:-0.79.2.0? ",43.23
"t0:0.0, p0:19.45, v0:-0.15.2.0? ",19.05
"t0:0.0, p0:75.53, v0:-0.13.2.0? ",75.17
"t0:0.0, p0:47.2, v0:0.83.2.0? ",48.76
"t0:0.0, p0:73.25, v0:-0.71.2.0? ",71.73
"t0:0.0, p0:16.58, v0:-0.46.2.0? ",15.56
"t0:0.0, p0:45.9, v0:0.5.2.0? ",46.8
"t0:0.0, p0:10.25, v0:-0.54.2.0? ",9.07
"t0:0.0, p0:72.79, v0:0.94.2.0? ",74.57
"t0:0.0, p0:10.78, v0:-0.56.2.0? ",9.56
"t0:0.0, p0:44.91, v0:0.77.2.0? ",46.35
"t0:0.0, p0:50.46, v0:0.16.2.0? ",50.68
"t0:0.0, p0:57.43, v0:-0.33.2.0? ",56.67
"t0:0.0, p0:48.91, v0:0.41.2.0? ",49.63
"t0:0.0, p0:9.18, v0:-0.0.2.0? ",9.08
"t0:0.0, p0:37.91, v0:0.5.2.0? ",38.81
"t0:0.0, p0:55.42, v0:0.07.2.0? ",55.46
"t0:0.0, p0:3.24, v0:0.22.2.0? ",3.58
"t0:0.0, p0:94.54, v0:-0.39.2.0? ",93.66
"t0:0.0, p0:73.38, v0:0.78.2.0? ",74.84
"t0:0.0, p0:29.47, v0:-0.35.2.0? ",28.67
"t0:0.0, p0:56.76, v0:0.85.2.0? ",58.36
"t0:0.0, p0:39.43, v0:0.23.2.0? ",39.79
"t0:0.0, p0:9.05, v0:-0.98.2.0? ",6.99
"t0:0.0, p0:82.21, v0:0.01.2.0? ",82.13
"t0:0.0, p0:87.33, v0:0.58.2.0? ",88.39
"t0:0.0, p0:63.91, v0:0.37.2.0? ",64.55
"t0:0.0, p0:97.33, v0:-0.24.2.0? ",96.75
"t0:0.0, p0:56.67, v0:-0.07.2.0? ",56.43
"t0:0.0, p0:46.4, v0:0.77.2.0? ",47.84
"t0:0.0, p0:7.74, v0:0.83.2.0? ",9.3
"t0:0.0, p0:90.42, v0:-0.21.2.0? ",89.9
"t0:0.0, p0:86.01, v0:0.21.2.0? ",86.33
"t0:0.0, p0:36.9, v0:0.45.2.0? ",37.7
"t0:0.0, p0:55.56, v0:-0.22.2.0? ",55.02
"t0:0.0, p0:59.5, v0:-0.64.2.0? ",58.12
"t0:0.0, p0:55.65, v0:-0.03.2.0? ",55.49
"t0:0.0, p0:31.36, v0:-0.02.2.0? ",31.22
"t0:0.0, p0:83.14, v0:-0.21.2.0? ",82.62
"t0:0.0, p0:40.15, v0:0.17.2.0? ",40.39
"t0:0.0, p0:99.72, v0:0.79.2.0? ",101.2
"t0:0.0, p0:79.46, v0:-0.6.2.0? ",78.16
"t0:0.0, p0:69.58, v0:0.09.2.0? ",69.66
"t0:0.0, p0:12.97, v0:-0.07.2.0? ",12.73
"t0:0.0, p0:96.61, v0:0.48.2.0? ",97.47
"t0:0.0, p0:64.42, v0:-0.42.2.0? ",63.48
"t0:0.0, p0:85.86, v0:-0.26.2.0? ",85.24
"t0:0.0, p0:43.73, v0:-0.52.2.0? ",42.59
"t0:0.0, p0:17.19, v0:-0.52.2.0? ",16.05
"t0:0.0, p0:35.88, v0:0.23.2.0? ",36.24
"t0:0.0, p0:95.07, v0:-0.37.2.0? ",94.23
"t0:0.0, p0:96.97, v0:-0.95.2.0? ",94.97
"t0:0.0, p0:86.49, v0:-0.03.2.0? ",86.33
"t0:0.0, p0:49.58, v0:0.2.2.0? ",49.88
"t0:0.0, p0:17.45, v0:-0.07.2.0? ",17.21
"t0:0.0, p0:77.29, v0:-0.53.2.0? ",76.13
"t0:0.0, p0:68.16, v0:0.65.2.0? ",69.36
"t0:0.0, p0:36.66, v0:-0.01.2.0? ",36.54
"t0:0.0, p0:93.64, v0:0.83.2.0? ",95.2
"t0:0.0, p0:31.41, v0:-0.52.2.0? ",30.27
"t0:0.0, p0:56.93, v0:0.85.2.0? ",58.53
"t0:0.0, p0:70.75, v0:-0.78.2.0? ",69.09
"t0:0.0, p0:83.0, v0:0.29.2.0? ",83.48
"t0:0.0, p0:79.27, v0:-0.58.2.0? ",78.01
"t0:0.0, p0:66.56, v0:-0.6.2.0? ",65.26
"t0:0.0, p0:52.58, v0:-0.28.2.0? ",51.92
"t0:0.0, p0:60.1, v0:-0.06.2.0? ",59.88
"t0:0.0, p0:59.06, v0:0.88.2.0? ",60.72
"t0:0.0, p0:70.96, v0:0.91.2.0? ",72.68
"t0:0.0, p0:84.28, v0:0.3.2.0? ",84.78
"t0:0.0, p0:93.38, v0:-0.44.2.0? ",92.4
"t0:0.0, p0:84.52, v0:-0.43.2.0? ",83.56
"t0:0.0, p0:45.27, v0:-0.36.2.0? ",44.45
"t0:0.0, p0:86.37, v0:-0.1.2.0? ",86.07
"t0:0.0, p0:24.38, v0:0.12.2.0? ",24.52
"t0:0.0, p0:54.17, v0:0.41.2.0? ",54.89
"t0:0.0, p0:0.61, v0:0.65.2.0? ",1.81
"t0:0.0, p0:72.91, v0:-0.7.2.0? ",71.41
"t0:0.0, p0:94.65, v0:0.38.2.0? ",95.31
"t0:0.0, p0:85.31, v0:-0.29.2.0? ",84.63
"t0:0.0, p0:9.04, v0:-0.7.2.0? ",7.54
"t0:0.0, p0:16.36, v0:0.06.2.0? ",16.38
"t0:0.0, p0:88.62, v0:0.46.2.0? ",89.44
"t0:0.0, p0:7.81, v0:0.57.2.0? ",8.85
"t0:0.0, p0:47.23, v0:-0.96.2.0? ",45.21
"t0:0.0, p0:23.18, v0:-0.49.2.0? ",22.1
"t0:0.0, p0:75.08, v0:-0.66.2.0? ",73.66
"t0:0.0, p0:86.16, v0:-0.31.2.0? ",85.44
"t0:0.0, p0:11.56, v0:-0.59.2.0? ",10.28
"t0:0.0, p0:59.51, v0:-0.42.2.0? ",58.57
"t0:0.0, p0:61.03, v0:-0.37.2.0? ",60.19
"t0:0.0, p0:19.76, v0:-0.35.2.0? ",18.96
"t0:0.0, p0:2.01, v0:-0.77.2.0? ",0.37
"t0:0.0, p0:45.01, v0:-0.44.2.0? ",44.03
"t0:0.0, p0:99.72, v0:-0.83.2.0? ",97.96
"t0:0.0, p0:17.74, v0:-0.41.2.0? ",16.82
"t0:0.0, p0:84.14, v0:-0.54.2.0? ",82.96
"t0:0.0, p0:9.28, v0:-0.03.2.0? ",9.12
"t0:0.0, p0:73.11, v0:0.29.2.0? ",73.59
"t0:0.0, p0:62.36, v0:-0.42.2.0? ",61.42
"t0:0.0, p0:85.81, v0:0.38.2.0? ",86.47
"t0:0.0, p0:45.73, v0:-0.25.2.0? ",45.13
"t0:0.0, p0:22.22, v0:-0.24.2.0? ",21.64
"t0:0.0, p0:93.64, v0:0.86.2.0? ",95.26
"t0:0.0, p0:17.4, v0:-0.68.2.0? ",15.94
"t0:0.0, p0:80.89, v0:0.03.2.0? ",80.85
"t0:0.0, p0:2.69, v0:-0.17.2.0? ",2.25
"t0:0.0, p0:89.66, v0:-0.21.2.0? ",89.14
"t0:0.0, p0:51.03, v0:-0.48.2.0? ",49.97
"t0:0.0, p0:73.65, v0:0.33.2.0? ",74.21
"t0:0.0, p0:29.94, v0:-0.25.2.0? ",29.34
"t0:0.0, p0:95.85, v0:0.31.2.0? ",96.37
"t0:0.0, p0:87.14, v0:-0.4.2.0? ",86.24
"t0:0.0, p0:58.15, v0:0.18.2.0? ",58.41
"t0:0.0, p0:54.66, v0:0.3.2.0? ",55.16
"t0:0.0, p0:1.34, v0:-0.63.2.0? ",0.0
"t0:0.0, p0:60.51, v0:0.98.2.0? ",62.37
"t0:0.0, p0:33.94, v0:0.71.2.0? ",35.26
"t0:0.0, p0:99.75, v0:-0.7.2.0? ",98.25
"t0:0.0, p0:55.38, v0:0.9.2.0? ",57.08
"t0:0.0, p0:74.1, v0:0.26.2.0? ",74.52
"t0:0.0, p0:83.22, v0:0.17.2.0? ",83.46
"t0:0.0, p0:62.53, v0:-0.8.2.0? ",60.83
"t0:0.0, p0:80.49, v0:0.57.2.0? ",81.53
"t0:0.0, p0:14.67, v0:-0.83.2.0? ",12.91
"t0:0.0, p0:30.52, v0:0.55.2.0? ",31.52
"t0:0.0, p0:47.03, v0:-0.88.2.0? ",45.17
"t0:0.0, p0:61.84, v0:-0.1.2.0? ",61.54
"t0:0.0, p0:89.64, v0:-0.9.2.0? ",87.74
"t0:0.0, p0:93.55, v0:-0.01.2.0? ",93.43
"t0:0.0, p0:26.03, v0:-0.53.2.0? ",24.87
"t0:0.0, p0:64.18, v0:0.11.2.0? ",64.3
"t0:0.0, p0:7.84, v0:0.4.2.0? ",8.54
"t0:0.0, p0:7.44, v0:-0.92.2.0? ",5.5
"t0:0.0, p0:66.71, v0:-0.82.2.0? ",64.97
"t0:0.0, p0:23.89, v0:0.71.2.0? ",25.21
"t0:0.0, p0:57.8, v0:-0.39.2.0? ",56.92
"t0:0.0, p0:92.22, v0:0.48.2.0? ",93.08
"t0:0.0, p0:26.02, v0:0.66.2.0? ",27.24
"t0:0.0, p0:49.57, v0:-0.22.2.0? ",49.03
"t0:0.0, p0:13.31, v0:-0.79.2.0? ",11.63
"t0:0.0, p0:8.9, v0:-0.91.2.0? ",6.98
"t0:0.0, p0:56.92, v0:0.71.2.0? ",58.24
"t0:0.0, p0:20.08, v0:-0.21.2.0? ",19.56
"t0:0.0, p0:95.23, v0:-0.15.2.0? ",94.83
"t0:0.0, p0:52.35, v0:0.4.2.0? ",53.05
"t0:0.0, p0:45.39, v0:-0.07.2.0? ",45.15
"t0:0.0, p0:27.83, v0:0.75.2.0? ",29.23
"t0:0.0, p0:50.48, v0:0.87.2.0? ",52.12
"t0:0.0, p0:26.13, v0:0.77.2.0? ",27.57
"t0:0.0, p0:67.08, v0:-0.13.2.0? ",66.72
"t0:0.0, p0:8.19, v0:0.3.2.0? ",8.69
"t0:0.0, p0:68.49, v0:0.36.2.0? ",69.11
"t0:0.0, p0:75.61, v0:-0.83.2.0? ",73.85
"t0:0.0, p0:65.96, v0:-0.5.2.0? ",64.86
"t0:0.0, p0:36.85, v0:-0.39.2.0? ",35.97
"t0:0.0, p0:36.17, v0:-0.99.2.0? ",34.09
"t0:0.0, p0:37.27, v0:-0.27.2.0? ",36.63
"t0:0.0, p0:76.11, v0:0.77.2.0? ",77.55
"t0:0.0, p0:56.45, v0:0.44.2.0? ",57.23
"t0:0.0, p0:82.71, v0:-0.93.2.0? ",80.75
"t0:0.0, p0:85.65, v0:0.71.2.0? ",86.97
"t0:0.0, p0:50.63, v0:-0.84.2.0? ",48.85
"t0:0.0, p0:16.46, v0:-0.24.2.0? ",15.88
"t0:0.0, p0:63.22, v0:0.38.2.0? ",63.88
"t0:0.0, p0:34.83, v0:-0.23.2.0? ",34.27
"t0:0.0, p0:97.93, v0:-0.59.2.0? ",96.65
"t0:0.0, p0:26.65, v0:0.33.2.0? ",27.21
"t0:0.0, p0:9.91, v0:0.7.2.0? ",11.21
"t0:0.0, p0:48.72, v0:0.82.2.0? ",50.26
"t0:0.0, p0:72.58, v0:0.13.2.0? ",72.74
"t0:0.0, p0:24.78, v0:-0.54.2.0? ",23.6
"t0:0.0, p0:12.47, v0:0.92.2.0? ",14.21
"t0:0.0, p0:14.67, v0:-0.09.2.0? ",14.39
"t0:0.0, p0:63.12, v0:-0.15.2.0? ",62.72
"t0:0.0, p0:92.79, v0:0.25.2.0? ",93.19
"t0:0.0, p0:0.94, v0:-0.9.2.0? ",0.0
"t0:0.0, p0:88.71, v0:0.55.2.0? ",89.71
"t0:0.0, p0:58.99, v0:-0.1.2.0? ",58.69
"t0:0.0, p0:30.47, v0:-0.65.2.0? ",29.07
"t0:0.0, p0:21.98, v0:0.87.2.0? ",23.62
"t0:0.0, p0:20.87, v0:0.34.2.0? ",21.45
"t0:0.0, p0:18.5, v0:0.61.2.0? ",19.62
"t0:0.0, p0:69.88, v0:-0.8.2.0? ",68.18
"t0:0.0, p0:52.15, v0:-0.42.2.0? ",51.21
"t0:0.0, p0:9.26, v0:-0.78.2.0? ",7.6
"t0:0.0, p0:41.85, v0:-0.26.2.0? ",41.23
"t0:0.0, p0:65.53, v0:-0.66.2.0? ",64.11
"t0:0.0, p0:7.87, v0:0.54.2.0? ",8.85
"t0:0.0, p0:72.87, v0:0.18.2.0? ",73.13
"t0:0.0, p0:36.85, v0:0.14.2.0? ",37.03
"t0:0.0, p0:43.82, v0:-0.32.2.0? ",43.08
"t0:0.0, p0:90.98, v0:0.08.2.0? ",91.04
"t0:0.0, p0:94.11, v0:0.08.2.0? ",94.17
"t0:0.0, p0:93.97, v0:0.31.2.0? ",94.49
"t0:0.0, p0:56.29, v0:-0.25.2.0? ",55.69
"t0:0.0, p0:30.56, v0:-0.37.2.0? ",29.72
"t0:0.0, p0:58.64, v0:0.09.2.0? ",58.72
